Binomial.1.2,pre_domestic_name,k_medoid_herbivore,Order.1.2,Family.1.2,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,guild,Diet.Graminoids,Diet.Browse.Fruit,Diet.Meat_median,Browsing.Grazing.Method,Browsing.Grazing.Source,Browsing.Grazing.Notes,Fermentation.Type,Inferred.Fermentation.Type,Inferred.Fermentation.Efficiency,Fermentation.Type.Method,Fermentation.Type.Source,Fermentation.Type.Notes,Substrate.Aquatic,Substrate.Terrestrial,Substrate.Arboreal,Substrate.Source,Substrate.Notes,Food.Handling,Food.Handling.Source,Foot.Type,Foot.Type.Coarse,Foot.Type.Notes,Foot.Type.Source,Diet.Seed,Diet.Fruit,Diet.Nectar,Diet.Root,Herd.Size,Herd.Size.Notes,Herd.Size.Source,Digging.Rooting,Digging.Rooting.Methods,Digging.Rooting.Notes,Digging.Rooting.Source,Other.Notes,Island.Endemicity,IUCN.Status.1.2,Substrate.Cat,LogMassKg,LogMassKg.cat,LogMassKg.cat.label,GuildSimple,full.FE,simple.FE
Bubalus_quarlesi,NA,yes,Cetartiodactyla,Bovidae,150000,Reported,"Rozzi, R. 2017. A new extinct dwarfed buffalo from Sulawesi and the evolution of the subgenus Anoa: an interdisciplinary perspective. Quaternary Science Reviews 157:188-205.",NA,NA,mixed feeder,3,3,0,Imputed,NA,It is not clear whether this is a separate species to B. mindorensis or not. As a result it is difficult to obtain precise information for this species. We consider its traits to be the same,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,"Handbook of the mammals of the world indicates this is uncertain, as very little is known about the species",1,,,,,NA,Occurs only on isolated islands,EN,terrestrial,2.176091259,"(2.17,2.56]",L4,mixed feeder,FOun_LOl4_FEru_SUte_GUmi,Ll4_Fru_Gmi
Budorcas_taxicolor,NA,yes,Cetartiodactyla,Bovidae,302000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,VU,terrestrial,2.480006943,"(2.17,2.56]",L4,browser,FOun_LOl4_FEru_SUte_GUbr,Ll4_Fru_Gbr
Capra_aegagrus,NA,yes,Cetartiodactyla,Bovidae,33500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,VU,terrestrial,1.525044807,"(1.39,1.78]",L2,mixed feeder,FOun_LOl2_FEru_SUte_GUmi,Ll2_Fru_Gmi
Capra_caucasica,NA,yes,Cetartiodactyla,Bovidae,55000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,EN,terrestrial,1.740362689,"(1.39,1.78]",L2,mixed feeder,FOun_LOl2_FEru_SUte_GUmi,Ll2_Fru_Gmi
Capra_cylindricornis,NA,yes,Cetartiodactyla,Bovidae,50000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,NT,terrestrial,1.698970004,"(1.39,1.78]",L2,mixed feeder,FOun_LOl2_FEru_SUte_GUmi,Ll2_Fru_Gmi
Capra_falconeri,NA,yes,Cetartiodactyla,Bovidae,41000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,NT,terrestrial,1.612783857,"(1.39,1.78]",L2,mixed feeder,FOun_LOl2_FEru_SUte_GUmi,Ll2_Fru_Gmi
Capra_hircus,Capra_aegagrus,yes,Cetartiodactyla,Bovidae,47386.47,Reported,"Jones, K.E., et al. 2009. PanTHERIA: a species-level database of life history, ecology, and geography of extant and recently extinct mammals. Ecology 90:2648.",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,NA,Post-domestic,terrestrial,1.675654358,"(1.39,1.78]",L2,mixed feeder,FOun_LOl2_FEru_SUte_GUmi,Ll2_Fru_Gmi
Capra_ibex,NA,yes,Cetartiodactyla,Bovidae,85166.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,LC,terrestrial,1.9302688,"(1.78,2.17]",L3,mixed feeder,FOun_LOl3_FEru_SUte_GUmi,Ll3_Fru_Gmi
Capra_nubiana,NA,yes,Cetartiodactyla,Bovidae,62624.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,VU,terrestrial,1.796746352,"(1.78,2.17]",L3,mixed feeder,FOun_LOl3_FEru_SUte_GUmi,Ll3_Fru_Gmi
Capra_pyrenaica,NA,yes,Cetartiodactyla,Bovidae,50000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,LC,terrestrial,1.698970004,"(1.39,1.78]",L2,mixed feeder,FOun_LOl2_FEru_SUte_GUmi,Ll2_Fru_Gmi
Capra_sibirica,NA,yes,Cetartiodactyla,Bovidae,130000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,LC,terrestrial,2.113943352,"(1.78,2.17]",L3,mixed feeder,FOun_LOl3_FEru_SUte_GUmi,Ll3_Fru_Gmi
Capra_walie,NA,yes,Cetartiodactyla,Bovidae,1.00E+05,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA,Occurs on mainland,EN,terrestrial,2,"(1.78,2.17]",L3,browser,FOun_LOl3_FEru_SUte_GUbr,Ll3_Fru_Gbr
Capricornis_crispus,NA,yes,Cetartiodactyla,Bovidae,37160,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,3,0,0,0,Solitary/pairs,NA,1,,,,,NA,Occurs only on isolated islands,LC,terrestrial,1.570075705,"(1.39,1.78]",L2,browser,FOun_LOl2_FEru_SUte_GUbr,Ll2_Fru_Gbr
Capricornis_milneedwardsii,NA,yes,Cetartiodactyla,Bovidae,130000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,Solitary/pairs,NA,88,,,,,NA,Occurs on mainland,NT,terrestrial,2.113943352,"(1.78,2.17]",L3,browser,FOun_LOl3_FEru_SUte_GUbr,Ll3_Fru_Gbr
Capricornis_rubidus,NA,yes,Cetartiodactyla,Bovidae,87500,Assumed isometric based on head-body length,"Wilson, D. E., et al. 2011. Handbook of the Mammals of the World: 2. Hoofed Mammals. First edition. Lynx Edicions, Barcelona.",Capricornis_sumatraensis,NA,browser,1,3,0,Imputed,NA,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,Solitary/pairs,NA,extrapolated.genus.mode,,,,,NA,Occurs on mainland,NT,terrestrial,1.942008053,"(1.78,2.17]",L3,browser,FOun_LOl3_FEru_SUte_GUbr,Ll3_Fru_Gbr
Capricornis_sumatraensis,NA,yes,Cetartiodactyla,Bovidae,87500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,extrapolated.genus.mode,,,,,NA,Occurs on mainland,VU,terrestrial,1.942008053,"(1.78,2.17]",L3,browser,FOun_LOl3_FEru_SUte_GUbr,Ll3_Fru_Gbr
Capricornis_swinhoei,NA,yes,Cetartiodactyla,Bovidae,21000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,2,0,0,Solitary/pairs,Handbook of the mammals of the world (source 1) assumes it is similar to C. crispus,Extrapolated Proxy,,,,,NA,Occurs on large land bridge islands,LC,terrestrial,1.322219295,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Capricornis_thar,NA,yes,Cetartiodactyla,Bovidae,112500,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,Solitary/pairs,NA,89,,,,,NA,Occurs on mainland,NT,terrestrial,2.051152522,"(1.78,2.17]",L3,browser,FOun_LOl3_FEru_SUte_GUbr,Ll3_Fru_Gbr
CapriniGen_spA,NA,yes,Cetartiodactyla,Bovidae,61064.4,Imputed,PHYLACINE 1.2,NA,NA,grazer,3,0,0,Estimated Expert Species,"Faith, J. T. (2014). Late Pleistocene and Holocene mammal extinctions on continental Africa. Earth Science Reviews, 128, 105â€“121. https://doi.org/10.1016/j.earscirev.2013.10.009","Uncertain. The sole evidence for this is the large degree of hypsodonty, but the phylogeny is unresolved so imputation is unlikely to give accurate results.",Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,1.785788094,"(1.78,2.17]",L3,grazer,FOun_LOl3_FEru_SUte_GUgr,Ll3_Fru_Ggr
Cephalophus_callipygus,NA,yes,Cetartiodactyla,Bovidae,18249.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,LC,terrestrial,1.261260489,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Cephalophus_dorsalis,NA,yes,Cetartiodactyla,Bovidae,20000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,"1, 94",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,NT,terrestrial,1.301029996,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Cephalophus_harveyi,NA,yes,Cetartiodactyla,Bovidae,14500.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,3,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,LC,terrestrial,1.161370997,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Cephalophus_jentinki,NA,yes,Cetartiodactyla,Bovidae,70000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,Handbook of the mammals of the world indicates diet information is andecdotal,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,2,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,EN,terrestrial,1.845099901,"(1.78,2.17]",L3,browser,FOun_LOl3_FEru_SUte_GUbr,Ll3_Fru_Gbr
Cephalophus_leucogaster,NA,yes,Cetartiodactyla,Bovidae,12699.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,3,3,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,NT,terrestrial,1.103800301,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Cephalophus_natalensis,NA,yes,Cetartiodactyla,Bovidae,12000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,3,3,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,LC,terrestrial,1.079181246,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Cephalophus_niger,NA,yes,Cetartiodactyla,Bovidae,20400,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,3,3,0,2,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,LC,terrestrial,1.309630167,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Cephalophus_nigrifrons,NA,yes,Cetartiodactyla,Bovidae,13899.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,LC,terrestrial,1.143008551,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Cephalophus_ogilbyi,NA,yes,Cetartiodactyla,Bovidae,20000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,95,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,3,3,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,LC,terrestrial,1.301029996,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Cephalophus_rufilatus,NA,yes,Cetartiodactyla,Bovidae,12000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,LC,terrestrial,1.079181246,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Cephalophus_silvicultor,NA,yes,Cetartiodactyla,Bovidae,72500.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,3,3,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,NT,terrestrial,1.860339804,"(1.78,2.17]",L3,browser,FOun_LOl3_FEru_SUte_GUbr,Ll3_Fru_Gbr
Cephalophus_spadix,NA,yes,Cetartiodactyla,Bovidae,56000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,EN,terrestrial,1.748190354,"(1.39,1.78]",L2,browser,FOun_LOl2_FEru_SUte_GUbr,Ll2_Fru_Gbr
Cephalophus_weynsi,NA,yes,Cetartiodactyla,Bovidae,17000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,3,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,LC,terrestrial,1.230448921,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Cephalophus_zebra,NA,yes,Cetartiodactyla,Bovidae,17500.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,11,,,,,NA,Occurs on mainland,VU,terrestrial,1.24304053,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
Connochaetes_gnou,NA,yes,Cetartiodactyla,Bovidae,179999,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA,Occurs on mainland,LC,terrestrial,2.255270092,"(2.17,2.56]",L4,grazer,FOun_LOl4_FEru_SUte_GUgr,Ll4_Fru_Ggr
Connochaetes_taurinus,NA,yes,Cetartiodactyla,Bovidae,179999,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,0,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Mega-groups,NA,11,,,,,NA,Occurs on mainland,LC,terrestrial,2.255270092,"(2.17,2.56]",L4,grazer,FOun_LOl4_FEru_SUte_GUgr,Ll4_Fru_Ggr
Damaliscus_hypsodon,NA,yes,Cetartiodactyla,Bovidae,63000,Reported,"Palaeogeography, Palaeoclimatology, Palaeoecology 361-362: 84-93 (2012)",NA,NA,grazer,3,0,0,Estimated Isotopes (C13+018) Species,"Garrett, N. D., Fox, D. L., McNulty, K. P., Faith, J. T., Peppe, D. J., Van Plantinga, A., & Tryon, C. A. (2015). Stable isotope paleoecology of Late Pleistocene Middle Stone Age humans from the Lake Victoria basin, Kenya. Journal of Human Evolution, 82, 1â€“14. https://doi.org/10.1016/J.JHEVOL.2014.10.005",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,1.799340549,"(1.78,2.17]",L3,grazer,FOun_LOl3_FEru_SUte_GUgr,Ll3_Fru_Ggr
Damaliscus_lunatus,NA,yes,Cetartiodactyla,Bovidae,136000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,0,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Mega-groups,NA,11,,,,,NA,Occurs on mainland,LC,terrestrial,2.133539866,"(1.78,2.17]",L3,grazer,FOun_LOl3_FEru_SUte_GUgr,Ll3_Fru_Ggr
Damaliscus_niro,NA,yes,Cetartiodactyla,Bovidae,97612.7,Imputed,PHYLACINE 1.2,NA,NA,grazer,3,0,0,Estimated Isotopes (C13+018) Species,"Codron, D., Brink, J. S., Rossouw, L., & Clauss, M. (2008). The evolution of ecological specialization in southern African ungulates: competition- or physical environmental turnover? Oikos, 117(3), 344â€“353. https://doi.org/10.1111/j.2007.0030-1299.16387.x",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,NA,NA,NA,,,,,NA,Occurs on mainland,EP,terrestrial,1.989506326,"(1.78,2.17]",L3,grazer,FOun_LOl3_FEru_SUte_GUgr,Ll3_Fru_Ggr
Damaliscus_pygargus,NA,yes,Cetartiodactyla,Bovidae,102000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,0,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA,Occurs on mainland,LC,terrestrial,2.008600172,"(1.78,2.17]",L3,grazer,FOun_LOl3_FEru_SUte_GUgr,Ll3_Fru_Ggr
Dorcatragus_megalotis,NA,yes,Cetartiodactyla,Bovidae,10249.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA,Occurs on mainland,VU,terrestrial,1.010719628,"[1,1.39]",L1,browser,FOun_LOl1_FEru_SUte_GUbr,Ll1_Fru_Gbr
