Binomial.1.2,pre_domestic_name,k_medoid_herbivore,Order.1.2,Family.1.2,Mass.g,Mass.Method,Mass.Source,Mass.Comparison,Mass.Comparison.Source,guild,Diet.Graminoids,Diet.Browse.Fruit,Diet.Meat_median,Browsing.Grazing.Method,Browsing.Grazing.Source,Browsing.Grazing.Notes,Fermentation.Type,Inferred.Fermentation.Type,Inferred.Fermentation.Efficiency,Fermentation.Type.Method,Fermentation.Type.Source,Fermentation.Type.Notes,Foraging.Aquatic,Foraging.Terrestrial,Foraging.Arboreal,Foraging.Stratum.Source,Foraging.Stratum.Notes,Food.Handling,Food.Handling.Source,Foot.Type,Foot.Type.Coarse,Foot.Type.Notes,Foot.Type.Source,Diet.Seed,Diet.Fruit,Diet.Nectar,Diet.Root,Herd.Size,Herd.Size.Notes,Herd.Size.Source,Digging.Rooting,Digging.Rooting.Methods,Digging.Rooting.Notes,Digging.Rooting.Source,Other.Notes
Bos_primigenius,NA,yes,Cetartiodactyla,Bovidae,9.00E+05,Reported,Ecological Archives E084-094 (2003),NA,NA,grazer,3,1,0,Estimated Observed Species,"Van Vuure, C. T. (2003). De oeros, het spoor terug.; ï»¿Cromsigt, J. P. G. M., Kemp, Y. J. M., Rodriguez, E., & Kivit, H. (2017). Rewilding Europeâ€™s large grazer community: How functionally diverse are the diets of European bison, cattle, and horses? Restoration Ecology, (2016), 1â€“9. https://doi.org/10.1111/rec.12661",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,NA,NA,NA,NA,Gregarious,NA,Inferred,,,,,NA
Bos_sauveli,NA,yes,Cetartiodactyla,Bovidae,8.00E+05,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Bos_taurus,NA,yes,Cetartiodactyla,Bovidae,750000,Reported,An Age Database,NA,NA,grazer,3,1,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,NA,NA,NA,NA,Gregarious,NA,1,,,,,NA
Bos_taurus,Bos_primigenius,yes,Cetartiodactyla,Bovidae,618642.42,Reported,"Jones, K.E., et al. 2009. PanTHERIA: a species-level database of life history, ecology, and geography of extant and recently extinct mammals. Ecology 90:2648.",NA,NA,grazer,3,1,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,NA,NA,NA,NA,Gregarious,NA,1,,,,,NA
Boselaphus_tragocamelus,NA,yes,Cetartiodactyla,Bovidae,169000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,2,0,0,Gregarious,NA,1,,,,,NA
Bubalus_arnee,NA,yes,Cetartiodactyla,Bovidae,725000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,1,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,2,0,0,Gregarious,NA,1,,,,,NA
Bubalus_bubalis,Bubalus_arnee,yes,Cetartiodactyla,Bovidae,725000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,1,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,2,0,0,Gregarious,NA,1,,,,,NA
Bubalus_depressicornis,NA,yes,Cetartiodactyla,Bovidae,3.00E+05,Reported,"Rozzi, R. 2017. A new extinct dwarfed buffalo from Sulawesi and the evolution of the subgenus Anoa: an interdisciplinary perspective. Quaternary Science Reviews 157:188-205.",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,"Handbook of the mammals of the world indicates this is uncertain, as very little is known about the species",1,,,,,NA
Bubalus_grovesi,NA,yes,Cetartiodactyla,Bovidae,313443,Imputed,PHYLACINE 1.2,NA,NA,mixed feeder,3,2,0,Imputed,No data found,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Bubalus_mindorensis,NA,yes,Cetartiodactyla,Bovidae,233333.3,Reported,"Rozzi, R. 2017. A new extinct dwarfed buffalo from Sulawesi and the evolution of the subgenus Anoa: an interdisciplinary perspective. Quaternary Science Reviews 157:188-205.",NA,NA,mixed feeder,3,2,0,Estimated,"1,19,34",uncertain,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,"1,19",,,,,NA
Bubalus_palaeokerabau,NA,yes,Cetartiodactyla,Bovidae,1125940.4,Assumed isometric based on length of metacarpal,Zoologische Verhandelingen van de Museum Leiden 38:1-112 (1958),Bubalus_arnee,Zoologische Verhandelingen van de Museum Leiden 38:1-112 (1958),grazer,3,0,0,Estimated Isotopes (C13) Species,"Janssen, R., Joordens, J. C. A., Koutamanis, D. S., Puspaningrum, M. R., de Vos, J., van der Lubbe, J. H. J. L., â€_ Vonhof, H. B. (2016). Tooth enamel stable isotopes of Holocene and Pleistocene fossil fauna reveal glacial and interglacial paleoenvironments of hominins in Indonesia. Quaternary Science Reviews, 144, 145â€“154. https://doi.org/10.1016/J.QUASCIREV.2016.02.028",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,NA,NA,NA,,,,,NA
Bubalus_quarlesi,NA,yes,Cetartiodactyla,Bovidae,150000,Reported,"Rozzi, R. 2017. A new extinct dwarfed buffalo from Sulawesi and the evolution of the subgenus Anoa: an interdisciplinary perspective. Quaternary Science Reviews 157:188-205.",NA,NA,mixed feeder,3,3,0,Imputed,NA,It is not clear whether this is a separate species to B. mindorensis or not. As a result it is difficult to obtain precise information for this species. We consider its traits to be the same,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,"Handbook of the mammals of the world indicates this is uncertain, as very little is known about the species",1,,,,,NA
Budorcas_taxicolor,NA,yes,Cetartiodactyla,Bovidae,302000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Capra_aegagrus,NA,yes,Cetartiodactyla,Bovidae,33500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,Gregarious,NA,1,,,,,NA
Capra_caucasica,NA,yes,Cetartiodactyla,Bovidae,55000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Capra_cylindricornis,NA,yes,Cetartiodactyla,Bovidae,50000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,Gregarious,NA,1,,,,,NA
Capra_falconeri,NA,yes,Cetartiodactyla,Bovidae,41000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Capra_hircus,Capra_aegagrus,yes,Cetartiodactyla,Bovidae,47386.47,Reported,"Jones, K.E., et al. 2009. PanTHERIA: a species-level database of life history, ecology, and geography of extant and recently extinct mammals. Ecology 90:2648.",NA,NA,grazer,3,1,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Capra_ibex,NA,yes,Cetartiodactyla,Bovidae,85166.5,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Capra_nubiana,NA,yes,Cetartiodactyla,Bovidae,62624.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Capra_pyrenaica,NA,yes,Cetartiodactyla,Bovidae,50000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Capra_sibirica,NA,yes,Cetartiodactyla,Bovidae,130000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,mixed feeder,3,2,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Capra_walie,NA,yes,Cetartiodactyla,Bovidae,1.00E+05,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,1,,,,,NA
Capricornis_crispus,NA,yes,Cetartiodactyla,Bovidae,37160,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,3,0,0,0,Solitary/pairs,NA,1,,,,,NA
Capricornis_milneedwardsii,NA,yes,Cetartiodactyla,Bovidae,130000,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,Solitary/pairs,NA,88,,,,,NA
Capricornis_rubidus,NA,yes,Cetartiodactyla,Bovidae,87500,Assumed isometric based on head-body length,"Wilson, D. E., et al. 2011. Handbook of the Mammals of the World: 2. Hoofed Mammals. First edition. Lynx Edicions, Barcelona.",Capricornis_sumatraensis,NA,browser,1,3,0,Imputed,NA,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,Solitary/pairs,NA,extrapolated.genus.mode,,,,,NA
Capricornis_sumatraensis,NA,yes,Cetartiodactyla,Bovidae,87500,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,extrapolated.genus.mode,,,,,NA
Capricornis_swinhoei,NA,yes,Cetartiodactyla,Bovidae,21000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,1,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,2,0,0,Solitary/pairs,Handbook of the mammals of the world (source 1) assumes it is similar to C. crispus,Extrapolated Proxy,,,,,NA
Capricornis_thar,NA,yes,Cetartiodactyla,Bovidae,112500,Reported,"Wilson DE, Mittermeier RA. Handbook of the Mammals of the World - Volume 2 (2011)",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,Solitary/pairs,NA,89,,,,,NA
CapriniGen_spA,NA,yes,Cetartiodactyla,Bovidae,61064.4,Imputed,PHYLACINE 1.2,NA,NA,grazer,3,0,0,Estimated Expert Species,"Faith, J. T. (2014). Late Pleistocene and Holocene mammal extinctions on continental Africa. Earth Science Reviews, 128, 105â€“121. https://doi.org/10.1016/j.earscirev.2013.10.009","Uncertain. The sole evidence for this is the large degree of hypsodonty, but the phylogeny is unresolved so imputation is unlikely to give accurate results.",Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Family,NA,NA,NA,NA,NA,NA,NA,,,,,NA
Cephalophus_callipygus,NA,yes,Cetartiodactyla,Bovidae,18249.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,11,,,,,NA
Cephalophus_dorsalis,NA,yes,Cetartiodactyla,Bovidae,20000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,"1, 94",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,11,,,,,NA
Cephalophus_harveyi,NA,yes,Cetartiodactyla,Bovidae,14500.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,3,0,0,Solitary/pairs,NA,11,,,,,NA
Cephalophus_jentinki,NA,yes,Cetartiodactyla,Bovidae,70000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,Handbook of the mammals of the world indicates diet information is andecdotal,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,2,Solitary/pairs,NA,11,,,,,NA
Cephalophus_leucogaster,NA,yes,Cetartiodactyla,Bovidae,12699.9,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,3,3,0,0,Solitary/pairs,NA,11,,,,,NA
Cephalophus_natalensis,NA,yes,Cetartiodactyla,Bovidae,12000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,3,3,0,0,Solitary/pairs,NA,11,,,,,NA
Cephalophus_niger,NA,yes,Cetartiodactyla,Bovidae,20400,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,3,3,0,2,Solitary/pairs,NA,11,,,,,NA
Cephalophus_nigrifrons,NA,yes,Cetartiodactyla,Bovidae,13899.8,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,11,,,,,NA
Cephalophus_ogilbyi,NA,yes,Cetartiodactyla,Bovidae,20000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,95,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,3,3,0,0,Solitary/pairs,NA,11,,,,,NA
Cephalophus_rufilatus,NA,yes,Cetartiodactyla,Bovidae,12000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,11,,,,,NA
Cephalophus_silvicultor,NA,yes,Cetartiodactyla,Bovidae,72500.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,3,3,0,0,Solitary/pairs,NA,11,,,,,NA
Cephalophus_spadix,NA,yes,Cetartiodactyla,Bovidae,56000.3,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Solitary/pairs,NA,11,,,,,NA
Cephalophus_weynsi,NA,yes,Cetartiodactyla,Bovidae,17000,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,3,0,0,Solitary/pairs,NA,11,,,,,NA
Cephalophus_zebra,NA,yes,Cetartiodactyla,Bovidae,17500.1,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,browser,0,3,1,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,3,0,0,Solitary/pairs,NA,11,,,,,NA
Connochaetes_gnou,NA,yes,Cetartiodactyla,Bovidae,179999,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,1,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Gregarious,NA,11,,,,,NA
Connochaetes_taurinus,NA,yes,Cetartiodactyla,Bovidae,179999,Reported,"Smith, F. A., et al. 2003. Body mass of late Quaternary mammals. Ecology 84:3403 (Updated Version 4.1 obtained from senior author).",NA,NA,grazer,3,0,0,Estimated,1,NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,2,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Kubo et al. 2019,0,0,0,0,Mega-groups,NA,11,,,,,NA
Damaliscus_hypsodon,NA,yes,Cetartiodactyla,Bovidae,63000,Reported,"Palaeogeography, Palaeoclimatology, Palaeoecology 361-362: 84-93 (2012)",NA,NA,grazer,3,0,0,Estimated Isotopes (C13+018) Species,"Garrett, N. D., Fox, D. L., McNulty, K. P., Faith, J. T., Peppe, D. J., Van Plantinga, A., & Tryon, C. A. (2015). Stable isotope paleoecology of Late Pleistocene Middle Stone Age humans from the Lake Victoria basin, Kenya. Journal of Human Evolution, 82, 1â€“14. https://doi.org/10.1016/J.JHEVOL.2014.10.005",NA,Foregut Ruminating,Foregut Ruminating,3,Reported Family,extrapolated based on extant relatives,NA,0,1,0,"1, 104",NA,Mouth,NA,Unguligrade,hoofed,two-toed unguligrade,Reported morphology Genus,0,0,0,0,NA,NA,NA,,,,,NA
